Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Link
Arraycom (India) Ltd.,,"B-13, 13/1 & 14, Electronic Estate, GIDC Sector – 25, Gandhinagar, Gujarat 382024",+91 79 23287030,www.arraycom.co.in,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,"Evaluation, Design",India,,,,,,,,,,,,,,,9 Feb 2021,,https://www.enfsolar.com/arraycom?directory=installer&utm_source=ENF&utm_medium=India&utm_content=58403&utm_campaign=profiles_installer
Arraygate Technologies Private Limited,,"SCO-13, Sector-5, MDC, Panchkula 134 114",+91 172 4173062,arraygate.com,India,,,,,,,,,On-grid,"(S)maller Installations, 1(M)Wp+ Installations",,,,,,,,,,,,,,,,,,,,,,,,On-grid,"(S)maller Installations, 1(M)Wp+ Installations",India,,,,,,,,,,,,,,,,"31 Dec 2019
Update Above Information",,https://www.enfsolar.com/arraygate-technologies?directory=installer&utm_source=ENF&utm_medium=India&utm_content=108047&utm_campaign=profiles_installer
ArrayTech Technologies Pvt. Ltd.,,"Apolline, No. 1213, Sector-7, HSR Layout, Bangalore, 560103",+91 80 25722961,www.arraytechindia.com,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,Design,India,"Solar Frontier K.K., Risen Energy Co., Ltd.",,,,,,,,,,,,,,"30 Nov 2020
Update Above Information",,https://www.enfsolar.com/arraytech-technologies?directory=installer&utm_source=ENF&utm_medium=India&utm_content=23711&utm_campaign=profiles_installer
Arriance Infra Private Limited,,"Arriance Plaza, Plot No. 124, Rahukedi, Near Mangliya By Pass Toll Plaza, Indore, MP 453771",+91 898 4898989,www.arriance.com,India,,,,,,,,,1(M)Wp+ Installations,India,,,,,,,,,,,,,,,,,,,,,,,,1(M)Wp+ Installations,India,,,,,,,,,,,,,,,,,"24 Mar 2021
Update Above Information",,https://www.enfsolar.com/arriance-infra?directory=installer&utm_source=ENF&utm_medium=India&utm_content=107612&utm_campaign=profiles_installer
Arrow Powertech Pvt. Ltd.,,"23, 23, GIDC Rd, GIDC Industrial Area, Makarpura, Vadodara, Gujarat 390010",+91 265 6551156,www.aptl.in,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,Monitoring,India,,,,,,,,,,,,,,,"18 Dec 2019
Update Above Information",,https://www.enfsolar.com/arrow-powertech?directory=installer&utm_source=ENF&utm_medium=India&utm_content=120452&utm_campaign=profiles_installer
Arrow Valley Solar,,"Plot no 54, Sector 8, Koperkhairne, Navi Mumbai",+91 8291585362,www.arrowvalley.co.in,India,,,,,,,,,(S)maller Installations,Design,,,,,,,,,,,,,,,,,,,,,,,,(S)maller Installations,Design,India,,,,,,,,,,,,,,,,"5 Mar 2020
Update Above Information",,https://www.enfsolar.com/arrow-valley-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=122651&utm_campaign=profiles_installer
ARS Solar Power Plant,,"22/10, Navaladiyan Complex, Opposite Nagaratchi Office, Paramathi Road, Namakkal, Tamil Nadu 637001",+91 98438 99402,https://arssolarpowerplant.business.site,India,,,,,,,,,Off-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,Off-grid,(S)maller Installations,India,,,,,,,,,,,,,,,,"23 Mar 2021
Update Above Information",,https://www.enfsolar.com/ars-solar-power-plant?directory=installer&utm_source=ENF&utm_medium=India&utm_content=107391&utm_campaign=profiles_installer
ARS Solar Tech,,"940/2 Timmana Apartment, Near Deccan Education Society, Model Colony, Pune, 411016 Maharashtra",+91 20 25660151,www.arssolartech.com,India,,,,,,,,,2012,On-grid,,,,,,,,,,,,,,,,,,,,,,,,2012,On-grid,(S)maller Installations,"Evaluation, Design",India,,,,,,,,,,,,,,"29 Jan 2021
Update Above Information",,https://www.enfsolar.com/ars-solar-tech?directory=installer&utm_source=ENF&utm_medium=India&utm_content=57417&utm_campaign=profiles_installer
Arula Electric,,"305,1b, shantivista Yashwant Shrishti, Boisar West Palghar Boisar Road Palghar, Maharashtra 401501",+91 89994 73487,https://arulaelectric.business.site,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,Design,India,,,,,,,,,,,,,,,"25 Feb 2020
Update Above Information",,https://www.enfsolar.com/arula-electric?directory=installer&utm_source=ENF&utm_medium=India&utm_content=122429&utm_campaign=profiles_installer
Arunan Energy Private Limited,,"Sr. No 57, Lane No. 23, Shivneri Nagar, Datta Mandir, Kondhwa Khurdh, Maharashtra, Pune, 411048",+91 85309 68633,https://arunanenergy.com,India,,,,,,,,,2019,"On-grid, Off-grid",,,,,,,,,,,,,,,,,,,,,,,,2019,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations",Design,India,,,,,,,,,,,,,,"19 May 2020
Update Above Information",,https://www.enfsolar.com/arunan-energy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=124323&utm_campaign=profiles_installer
Arunika Green Energy Pvt. Ltd.,,"No. 29, Shanmugapriya Nagar, Thailavaram, GST Road, Kattankulathur-603203, Chennai, Tamil Nadu",+91 97910 10428,arunikagreenenergy.com,India,,,,,,,,,"On-grid, Off-grid",1(M)Wp+ Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",1(M)Wp+ Installations,Design,India,,,,,,,,,,,,,,,"15 Feb 2020
Update Above Information",,https://www.enfsolar.com/arunika-green-energy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=122081&utm_campaign=profiles_installer
Arushi Green Energy (India) Private Limited,,"Kalki No:415, 20th Main, 1st Block, Rajajinagar, Opp to Rajaji nagar, metro station, Beside Coffee day, Bengaluru, 560010",+91 80 23327678,arushigreenenergy.com,India,,,,,,,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",,,,,,,,,,,,,,,,,,,,,,,,Off-grid,"(S)maller Installations, 1(M)Wp+ Installations",India,,,,,,,,,,,,,,,,"24 Dec 2020
Update Above Information",,https://www.enfsolar.com/arushi-green-energy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=87141&utm_campaign=profiles_installer
Arya Electric Company,,"Near Corporation Bank, Model Town, Narwana, Jind, Haryana - 126116",+91 86071 31213,Click to get email address,www.aryaelectriccompany.co.in,India,"Business Details
Installation Starting Date 2016
On-Grid / Off-Grid On-grid, Off-grid
Installation size (S)maller Installations
Other Services Design, Monitoring
Operating Area India
Panel Suppliers Waaree Energies Ltd, Vikram Solar Limited, Adani Solar
Inverter Suppliers SMA Solar Technology AG, ABB Italy S.p.A., Delta Energy Systems (Germany) GmbH, Luminous Power Technologies Pvt. Ltd., Eapro Global Ltd.",,,,,,,,,,,2016,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,2016,"On-grid, Off-grid",(S)maller Installations,"Design, Monitoring",India,"Waaree Energies Ltd, Vikram Solar Limited, Adani Solar","SMA Solar Technology AG, ABB Italy S.p.A., Delta Energy Systems (Germany) GmbH, Luminous Power Technologies Pvt. Ltd., Eapro Global Ltd.",,,,,,"Design, Monitoring",India,"Waaree Energies Ltd, Vikram Solar Limited, Adani Solar","SMA Solar Technology AG, ABB Italy S.p.A., Delta Energy Systems (Germany) GmbH, Luminous Power Technologies Pvt. Ltd., Eapro Global Ltd.",,,,,,,,,,,,"18 Feb 2020
Update Above Information",,https://www.enfsolar.com/arya-electric-company?directory=installer&utm_source=ENF&utm_medium=India&utm_content=121506&utm_campaign=profiles_installer
Arya Nirman Solar,,"SCF 48, Sector 20, Panchkula",+91 92161 06597,aryanirmansolar.com,India,,,,,,,,,On-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,On-grid,(S)maller Installations,"Evaluation, Design",India,,,,,,,,,,,,,,,"18 Feb 2020
Update Above Information",,https://www.enfsolar.com/arya-nirman-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=121500&utm_campaign=profiles_installer
Arya Traders,,"Shop.6, Baba Banda Bahadur Market, Near Sai Baba, Chowk, Sanoli Rd, Panipat (132103)",+91 94161 22323,Click to get email address,aryasolarsystem.com,India,"Business Details
On-Grid / Off-Grid On-grid, Off-grid
Installation size (S)maller Installations
Other Services Design
Operating Area India
Inverter Suppliers Microtek House, Luminous Power Technologies Pvt. Ltd.",,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,Design,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,Design,India,"Microtek House, Luminous Power Technologies Pvt. Ltd.",,,,,,,,India,"Microtek House, Luminous Power Technologies Pvt. Ltd.",,,,,,,,,,,,,,"18 Feb 2020
Update Above Information",,https://www.enfsolar.com/arya-traders?directory=installer&utm_source=ENF&utm_medium=India&utm_content=121508&utm_campaign=profiles_installer
AryasEnergy,,"Flat 205, B Wing, Shiv Darshan C.H.S, Shripal Complex Agashi Road, Virar (W), Thane - 401305",+91 97642 87066,aryasenergy.com,India,,,,,,,,,(S)maller Installations,Monitoring,,,,,,,,,,,,,,,,,,,,,,,,(S)maller Installations,Monitoring,India,,,,,,,,,,,,,,,,"18 Feb 2020
Update Above Information",,https://www.enfsolar.com/aryasenergy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=121498&utm_campaign=profiles_installer
Aryav Green Energy Pvt. Ltd,,"SF-12, Omaxe Celebration Mall, Near Subhash Chowk, Sohna Road, Gurgaon, Haryana - 122004",+91 124 4002389,Click to get email address,www.aryavgreenenergy.com,India,,,,,,,,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations",,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid","(S)maller Installations, 1(M)Wp+ Installations","Design, Monitoring",India,,,,,,,,,,,,,,,"11 Nov 2020
Update Above Information",,https://www.enfsolar.com/aryav-green-energy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=83423&utm_campaign=profiles_installer
Aryuga Renewables Pvt. Ltd.,,"Plot no - 214 Kantivanam Colony, Kondapur Hyderabad, Telangana 500084",+91 79819 96262,aryugarenewablespvtltd.business.site,India,,,,,,,,,On-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,On-grid,(S)maller Installations,India,,,,,,,,,,,,,,,,"3 Dec 2019
Update Above Information",,https://www.enfsolar.com/aryuga-renewables?directory=installer&utm_source=ENF&utm_medium=India&utm_content=120007&utm_campaign=profiles_installer
Asa Bhanu Group,,"13th Floor, Plot No.11, Survey No.9, Kondapur, Serilingampally Mandal, Hyderabad, R.R Dist, 500084 Telangana",+91 40 23551075,www.asabhanu.com,India,,,,,,,,,On-grid,Design,,,,,,,,,,,,,,,,,,,,,,,,On-grid,Design,India,Mitsubishi Electric Corporation,ABB Italy S.p.A.,,,,,,,,,,,,,,"22 Jan 2020
Update Above Information",,https://www.enfsolar.com/asa-bhanu?directory=installer&utm_source=ENF&utm_medium=India&utm_content=109262&utm_campaign=profiles_installer
Asavi Solar,,"Off: 30, Building B6, Bagata Narmada Society, Near Wadala RTO, Mumbai, 400037, Maharashtra",+91 93211 12830,https://asavisolar.com,India,,,,,,,,,(S)maller Installations,Design,,,,,,,,,,,,,,,,,,,,,,,,(S)maller Installations,Design,India,,,,,,,,,,,,,,,,"6 May 2020
Update Above Information",,https://www.enfsolar.com/asavi-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=123664&utm_campaign=profiles_installer
Ascend Telecom Infrastructure Pvt. Ltd.,,"Sangeeta Towers #3, 80 Feet Road, Indiranagar, Bangalore 560038",+91 80 61164555,ascendtele.com,India,,,,,,,,,Off-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,Off-grid,(S)maller Installations,Design,India,,,,,,,,,,,,,,,"20 Feb 2021
Update Above Information",,https://www.enfsolar.com/ascend?directory=installer&utm_source=ENF&utm_medium=India&utm_content=98398&utm_campaign=profiles_installer
Asconik India Pvt. Ltd.,,"Office No 17, Satyalok Society, Hadpsar, Pune, 411028",+91 95271 61514,asconikindia.com/,India,,,,,,,,,(S)maller Installations,India,,,,,,,,,,,,,,,,,,,,,,,,(S)maller Installations,India,,,,,,,,,,,,,,,,,"21 Jan 2021
Update Above Information",,https://www.enfsolar.com/asconik-india-pvt-ltd?directory=installer&utm_source=ENF&utm_medium=India&utm_content=129853&utm_campaign=profiles_installer
Arihant Solar Enterprise,,"151, Suyog Complex, Sakar School Building, New CG Rd, Nigam Nagar, Chandkheda, Ahmedabad, Gujarat - 382424",+91 99252 08910,www.arihantsolar.in,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,Design,India,Luminous Power Technologies Pvt. Ltd.,,,,,,,,,,,,,,"28 Aug 2020
Update Above Information",,https://www.enfsolar.com/ase-1?directory=installer&utm_source=ENF&utm_medium=India&utm_content=101273&utm_campaign=profiles_installer
Ashirwad Solar,,"Dhadge Indusrial Estate, Nanded Phata, Pune, 411041",+91 93256 30027,ashirwadsolar.com/,India,,,,,,,,,(S)maller Installations,India,,,,,,,,,,,,,,,,,,,,,,,,(S)maller Installations,India,,,,,,,,,,,,,,,,,"4 Mar 2021
Update Above Information",,https://www.enfsolar.com/ashirwad-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=130475&utm_campaign=profiles_installer
Ashone Solar,,"F-1/302 Bhoomi Park-2 CHS Ltd, Off Marve Road, BHD, Bafhira Ngr, Malad (West), Mumbai, Maharashtra",+91 93260 30845,www.ashonesolar.com,India,,,,,,,,,Off-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,Off-grid,(S)maller Installations,Design,India,"Tata Power Solar Systems Ltd., Su-Kam Power Systems Ltd., Waaree Energies Ltd, Vikram Solar Limited",Luminous Power Technologies Pvt. Ltd.,,,,,,,,,,,,,"29 Aug 2019
Update Above Information",,https://www.enfsolar.com/ashone-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=117985&utm_campaign=profiles_installer
Ashstra Power,,"Pradhan Nagar, Rani Rashmani Road, Siliguri, West Bengal 734003",+91 93820 74678,https://ashstra-power.business.site,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,India,Luminous Power Technologies Pvt. Ltd.,Microtek House,,,,,,,,,,,,,,"21 Feb 2020
Update Above Information",,https://www.enfsolar.com/ashstra-power?directory=installer&utm_source=ENF&utm_medium=India&utm_content=122377&utm_campaign=profiles_installer
Ashta Energy Pvt. Ltd.,,"#243, Shiv Niketan Chowk, Sunam, Punjab, 148028",+91 843 9930000,www.ashtaenergy.com,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,India,"REC Group, Hanwha Q CELLS GmbH, Trina Solar Limited, Canadian Solar Inc., Waaree Energies Ltd, Jinko Solar Holding Co., Ltd., Vikram Solar Limited, LG Electronics, Inc., Adani Solar","SMA Solar Technology AG, Fronius International GmbH, Sungrow Power Supply Co., Ltd., Delta Energy Systems (Germany) GmbH, SolarEdge Technologies, Ltd., Fimer S.p.A.",,,,,,,,,,,,,,"10 Aug 2020
Update Above Information",,https://www.enfsolar.com/ashta-energy-pvt-ltd?directory=installer&utm_source=ENF&utm_medium=India&utm_content=126383&utm_campaign=profiles_installer
Ashutosh Group,,"B-79, Palika Nagar, B/H. D.Z School - 388120 (Anand), Gujarat",+91 2692 231919,Click to get email address,ashutoshgroup.in.net,India,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,Design,India,,,,,,,,,,,,,,,"9 Mar 2020
Update Above Information",,https://www.enfsolar.com/ashutosh-group?directory=installer&utm_source=ENF&utm_medium=India&utm_content=122326&utm_campaign=profiles_installer
Ashwamedha Energy,,"15, Durga Krupa Complex, Main Road, Siddapura, Kundapura, Udupi District Karnataka- 576229",+91 9845766167,www.ashwamedha-energy.in,India,,,,,,,,,Off-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,Off-grid,(S)maller Installations,India,,,,,,,,,,,,,,,,"29 Dec 2020
Update Above Information",,https://www.enfsolar.com/ashwamedha-energy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=85345&utm_campaign=profiles_installer
Asian Fab Tec Limited,,"Plot No-15, II Phase, Peenya Industrial Area, Peenya Industrial Area, Bengaluru, Karnataka, 560058",+91 80 23724704,www.asianfabtec.com,India,,,,,,,,,1(M)Wp+ Installations,India,,,,,,,,,,,,,,,,,,,,,,,,1(M)Wp+ Installations,India,,,,,,,,,,,,,,,,,"10 Dec 2020
Update Above Information",,https://www.enfsolar.com/asian-fab-tec-limited?directory=installer&utm_source=ENF&utm_medium=India&utm_content=129049&utm_campaign=profiles_installer
Asimos Company,,"B-13, Samodipur Chauraha, Sector 20, B Block, Indira Nagar, Lucknow, UP 226016",+91 8318839609,www.asimoscompany.com,India,,,,,,,,,On-grid,(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,On-grid,(S)maller Installations,"Evaluation, Design, Monitoring",India,,,,,,,,,,,,,,,"10 Apr 2020
Update Above Information",,https://www.enfsolar.com/asimos-company?directory=installer&utm_source=ENF&utm_medium=India&utm_content=123414&utm_campaign=profiles_installer
ASJ Solar Energy Pvt. Ltd.,,"#D.No. MIG-24/6, 2nd Floor, KPHB,3rd Phase, Kukatpally, Near Sujana Forum Mall, Opp: Mee & Moms, Hyderabad - 500085 Telangana State",+91 9966 779739,www.asjsolarenergy.com,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,"Design, Monitoring",India,,,,,,,,,,,,,,,"23 Dec 2019
Update Above Information",,https://www.enfsolar.com/asj-solar-energy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=120622&utm_campaign=profiles_installer
ASK Green Power LLP,,"B-12, Kiran Residency, Sector -56, Gurugram, Haryana 122011",+91 95300 93300,https://askgp.business.site,India,,,,,,,,,"(S)maller Installations, 1(M)Wp+ Installations",India,,,,,,,,,,,,,,,,,,,,,,,,"(S)maller Installations, 1(M)Wp+ Installations",India,,,,,,,,,,,,,,,,,"21 Sep 2020
Update Above Information",,https://www.enfsolar.com/ask-green-power?directory=installer&utm_source=ENF&utm_medium=India&utm_content=115527&utm_campaign=profiles_installer
Ask Solar,,"1D, New No.: 14, Old No.:56, Hill Crest Apartment, Venkatanarayana Road, T. Nagar, Chennai - 600017",+91 89390 00332,www.asksolar.in,India,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,,,,,,,,,,,,,,,,,,,,,,,,"On-grid, Off-grid",(S)maller Installations,Design,India,,,,,,,,,,,,,,,"12 Nov 2020
Update Above Information",,https://www.enfsolar.com/ask-solar?directory=installer&utm_source=ENF&utm_medium=India&utm_content=83919&utm_campaign=profiles_installer
Asmi Energy Systems,,"Nisarga Society, Parel East Mumbai-400012, MH",+91 97681 46340,https://asmienergysystems.in,India,,,,,,,,,(S)maller Installations,India,,,,,,,,,,,,,,,,,,,,,,,,(S)maller Installations,India,,,,,,,,,,,,,,,,,"18 Feb 2021
Update Above Information",,https://www.enfsolar.com/asmi-energy-systems?directory=installer&utm_source=ENF&utm_medium=India&utm_content=105375&utm_campaign=profiles_installer
Aditya Solar Power Appliances and Electronics,,"7-7-18 Ramarao Peta, Pattabhi Street, Kakinada, Andhra Pradesh - 533004",+91 89780 72418,www.adityasolarpower.com,India,,,,,,,,,"(S)maller Installations, 1(M)Wp+ Installations",India,,,,,,,,,,,,,,,,,,,,,,,,"(S)maller Installations, 1(M)Wp+ Installations",India,"Tata Power Solar Systems Ltd., Kotak Urja Pvt. Ltd., Vikram Solar Limited",Nordic (India) Solutions Pvt. Ltd,,,,,,,,,,,,,,,"8 Oct 2020
Update Above Information",,https://www.enfsolar.com/aspa?directory=installer&utm_source=ENF&utm_medium=India&utm_content=115687&utm_campaign=profiles_installer
Aspiration Energy,,"Phase II, No. L-14, Dr.Vikram Sarabhai Instronics Estate, Near SRP Tools, Thiruvanmiyur, Chennai, Tamil Nadu, 600041",+91 44 42185301,aspirationenergy.com,India,,karthik krishna k,karthik krishna k,,,,,,,,"On-grid, Off-grid",India,,,,"On-grid, Off-grid",India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 Mar 2021,https://www.enfsolar.com/aspiration-energy?directory=installer&utm_source=ENF&utm_medium=India&utm_content=48223&utm_campaign=profiles_installer
